VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE
"2322","3519","CIS-CHLORDANE OR ALPHA-CHLORDANE","CIS-CHLORDANE OU ALPHA-CHLORDANE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2323","335","ALPHA-ENDOSULFAN","ALPHA-ENDOSULFAN","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2324","235","DIELDRIN","DIELDRINE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2325","154","CYANAZINE","CYANAZINE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2326","192","O,P'-DDE (2,4'-DDE)","O,P'-DDE (2,4'-DDE)","PESTICIDES","PESTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2327","261","P,P'-DDE (4,4'-DDE)","P,P'-DDE (4,4'-DDE)","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2328","112","CAPTAN","CAPTAN","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2329","4111","DISULFOTON SULFONE","DISULFOTON SULFONE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2330","211","O,P'-DDD (MITOTANE) (2,4'-DDD)","O,P'-DDD (MITOTANE) (2,4'-DDD)","ORGANOCHLORINE","ORGANOCHLORÉS","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2331","262","PERTHANE","PERTHANE","PESTICIDES","PESTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2332","258","ENDRIN","ENDRINE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2333","2856","CIS-NONACHLOR","CIS-NONACHLOR","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2334","221","ETHION","ÉTHION","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2335","187","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2336","84","ENDOSULFAN SULPHATE TOTAL","SULFATE D'ENDOSULFAN TOTAL","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2337","287","O,P'-DDT (2,4'-DDT)","O,P'-DDT (2,4'-DDT)","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2338","260","P,P'-DICHLORODIPHENYL DICHLOROETHANE (P,P'-DDD) OR 1,2-DIPHENYL TETRACHLOROETHANE (4,4'-DDD)","P,P'-DICHLORODIPHÉNYL DICHLOROÉTHANE (P,P'-DDD) OU 1,2-DIPHÉNYL TÉTRACHLOROÉTHANE (4,4'-DDD)","PESTICIDES","PESTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2339","200","P,P'-DDT (4,4'-DDT)","P,P'-DDT (4,4'-DDT)","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2340","165","MIREX","MIREX","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2341","209","HEXAZINONE","HEXAZINONE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2342","259","P,P'-METHOXYCHLOR (METHOXYCHLOR)","P,P'-MÉTHOXYCHLORE (MÉTHOXYCHLORE)","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2343","1712","ENDRIN KETONE","ENDRINE CÉTONE","ORGANOCHLORINE","ORGANOCHLORÉS","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2344","265","PHOSMET TOTAL","PHOSMET TOTAL","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2345","302","AZINPHOS-METHYL","AZINPHOS-MÉTHYL","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2346","3232","TOTAL PERMETHRINS","PERMÉTHRINES TOTALES","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2347","3233","TOTAL CYPERMETHRINS","CCYPERMÉTHRINES TOTALES","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2374","937","BUTYLATE","BUTILATE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2375","2721","ETHALFLURALIN","ÉTHALFLURALINE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2376","122","TRIFLURALIN","TRIFLURALINE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2377","162","TRIALLATE","TRIALLATE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2378","4110","DIMETHENAMID","DIMÉTHÉNAMIDE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2379","124","ALACHLOR","ALACHLORE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2380","1111","METHOPRENE","MÉTHOPRÈNE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2381","4106","BUTRALIN","BUTRALINE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2382","4112","FLUFENACET","FLUFENACET","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2383","208","METOLACHLOR","MÉTOLACHLORE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2384","186","LINURON","LINURON","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2385","4114","PENDIMETHALIN","PENDIMÉTHALINE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2386","4113","FLUTRIAFOL","FLUTRIAFOL","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2387","3653","TEBUCONAZOLE","TÉBUCONAZOLE","FUNGICIDES","FONGICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2429","DETERMINATION OF THE CONCENTRATIONS OF SELECTED ORGANOCHLORINE, ORGANOPHOSPHOROUS, ORGANONITROGEN AND TRIAZINE PESTICIDES IN AQUEOUS SAMPLES ANALYZED BY HRGC/HRMS",""
"2392","1692","FLONICAMID","FLONICAMIDE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3619","NEONICOTINOID INSECTICIDES IN WATER ARE ANALYZED BY ESI-LC-MS/MS.","LES INSECTICIDES NÉONICOTINOÏDES DANS L'EAU SONT ANALYSÉS PAR IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"2393","1693","FLUPYRADIFURONE","FLUPYRADIFURONE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3619","NEONICOTINOID INSECTICIDES IN WATER ARE ANALYZED BY ESI-LC-MS/MS.","LES INSECTICIDES NÉONICOTINOÏDES DANS L'EAU SONT ANALYSÉS PAR IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS."
"2394","1694","ALLETHRIN TOTAL","ALLÉTHRINE TOTALE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2395","1695","PRALLETHRIN TOTAL","PRALLÉTHRINE TOTALE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2396","1696","CINERIN-I","CINÉRINE-I","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2397","1697","JASMOLIN-I","JASMOLINE-I","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2398","1698","PYRETHRIN-I","PYRÉTHRINE-I","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2399","1699","CINERIN-II","CINÉRINE-II","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2400","1700","JASMOLIN-II","JASMOLINE-II","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2402","1701","PYRETHRIN-II","PYRÉTHRINE-II","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2403","1702","RESMETHRIN TOTAL","RESMÉTHRINE TOTALE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2404","1147","PIPERONYL BUTOXIDE","BUTOXYDE DE PIPÉRONYLE","SUBSTITUTED AROMATIC","AROMATIQUES SUBSTITUÉS","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2405","1150","TETRAMETHRIN","TÉTRAMÉTHRINE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2406","1703","BIFENTHRIN","BIFENTHRINE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2407","1704","FENPROPATHRIN","FENPROPATHRINE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2408","1705","PHENOTHRIN TOTAL","PHÉNOTHRINE TOTALE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2409","3232","TOTAL PERMETHRINS","PERMÉTHRINES TOTALES","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2410","1706","LAMBDA-CYHALOTHRIN TOTAL","LAMBDA-CYHALOTHRINE TOTALE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2411","1707","CYFLUTHRIN TOTAL","CYFLUTHRINE TOTALE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2412","3233","TOTAL CYPERMETHRINS","CCYPERMÉTHRINES TOTALES","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2413","1708","FLUCYTHRINATE TOTAL","FLUCYTHRINATE TOTALE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2414","1709","FENVALERATE TOTAL","FENVALERATE TOTALE","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"2415","1710","DELTAMETHRIN/TRALOMETHRIN TOTAL","DELTAMÉTHRINE/TRALOMÉTHRINE TOTALES","INSECTICIDES","INSECTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2434","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF PYRETHROIDS, PYRETHRINS AND PIPERONYL BUTOXIDE BY HRGC/HRMS.",""
"4094","2863","GLYPHOSATE","GLYPHOSATE","HERBICIDES","HERBICIDES","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","338","DETERMINATION OF GLYPHOSATE RESIDUES AND AMPA USING GAS CHROMATOGRAPHY WITH NITROGEN-PHOSPHOROUS DETECTION.",""
"4095","3119","AMINOMETHYL PHOSPHONIC ACID (AMPA)","ACIDE PHOSPHORIQUE AMINOMÉTHYL (AMPA)","PHOSPHORUS","PHOSPHORE","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","338","DETERMINATION OF GLYPHOSATE RESIDUES AND AMPA USING GAS CHROMATOGRAPHY WITH NITROGEN-PHOSPHOROUS DETECTION.",""
"4096","4155","IMIDACLOPRID","IMIDACLOPRIDE","HERBICIDES","HERBICIDES","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","339","DETERMINATION OF IMIDACLOPRID RESIDUES IN AQUEOUS SAMPLES VIA LIQUID-LIQUID PARTIONING INTO METHYLENE CHLORIDE - HPLC.",""
"4097","4155","IMIDACLOPRID","IMIDACLOPRIDE","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","340","DETERMINATION OF IMIDACLOPRID USING CARTRIDGES ELUTED BY GRAVITY. LIQUID CHROMATOGRAPHY WITH TANDEM MASS SPECTROMETRY DETECTION.",""
"6104","478","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","CARBON","CARBONE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","99","INORGANIC AND ORGANIC CARBON BY INFRARED ANALYSIS","CARBONE INORGANIQUE ET ORGANIQUE - ANALYSE  PAR DÉTECTION INFRAROUGE"
"615","94","DICHLORPROP","DICHLORPROP","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3408","ACID EXTRACTABLE HERBICIDES IN 1 L WHOLE WATER ARE ANALYZED BY HRGC/HRMS.  AXYS METHOD MLA-037 AEH AQUEOUS COMBINATION.","LES HERBICIDES EXTRACTIBLES À L'ACIDE DANS 1 L D'EAU NON TRAITÉE SONT ANALYSÉS PAR HRGC/HRMS. MÉTHODE MLA-037 AEH D'AXYS, MÉLANGE EN MILIEU AQUEUX."
"631","134","DICAMBA","DICAMBA","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3408","ACID EXTRACTABLE HERBICIDES IN 1 L WHOLE WATER ARE ANALYZED BY HRGC/HRMS.  AXYS METHOD MLA-037 AEH AQUEOUS COMBINATION.","LES HERBICIDES EXTRACTIBLES À L'ACIDE DANS 1 L D'EAU NON TRAITÉE SONT ANALYSÉS PAR HRGC/HRMS. MÉTHODE MLA-037 AEH D'AXYS, MÉLANGE EN MILIEU AQUEUX."
